2019/11/25 18:46:11.57 work_queue_worker[1] debug: /home/cctools_BRUNO_bin/bin/work_queue_worker version 8.0.0 DEVELOPMENT (released 2019-11-06 16:35:57 +0000)
2019/11/25 18:46:11.57 work_queue_worker[1] debug: Built by root@2546322b0463 on 2019-11-06 16:35:57 +0000
2019/11/25 18:46:11.57 work_queue_worker[1] debug: System: Linux 2546322b0463 5.0.0-32-generic #34~18.04.2-Ubuntu SMP Thu Oct 10 10:36:02 UTC 2019 x86_64 x86_64 x86_64 GNU/Linux
2019/11/25 18:46:11.57 work_queue_worker[1] debug: Configuration: --prefix /home/cctools_BRUNO_bin
2019/11/25 18:46:11.57 work_queue_worker[1] wq: WORK_QUEUE_SANDBOX set to /tmp/worker-0-1.
2019/11/25 18:46:11.57 work_queue_worker[1] debug: error reading disk usage on directory: ./cache.
2019/11/25 18:46:11.57 work_queue_worker[1] dns: looking up name master
2019/11/25 18:46:11.57 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:46:13.57 work_queue_worker[1] dns: looking up name master
2019/11/25 18:46:13.57 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:46:15.57 work_queue_worker[1] dns: looking up name master
2019/11/25 18:46:15.58 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:46:17.59 work_queue_worker[1] debug: error reading disk usage on directory: ./cache.
2019/11/25 18:46:17.60 work_queue_worker[1] dns: looking up name master
2019/11/25 18:46:17.60 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:46:19.60 work_queue_worker[1] dns: looking up name master
2019/11/25 18:46:19.60 work_queue_worker[1] dns: master is 10.0.171.8
2019/11/25 18:46:19.60 work_queue_worker[1] tcp: connecting to 10.0.171.8 port 1026
2019/11/25 18:48:16.86 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.48/Create_Corrected_AllLRReads.py
2019/11/25 18:48:16.86 work_queue_worker[1] wq: started process 119: python Create_Corrected_AllLRReads.py ref.fasta.64 corr.out 2> create.err.64
2019/11/25 18:48:16.86 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:16.91 work_queue_worker[1] wq: task 48 (pid 119) exited normally with exit code 0
2019/11/25 18:48:16.91 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.48/create.err.64 to cache/file-0-66e82c5a9b234aca4422ec557c5f5e11-create.err.64
2019/11/25 18:48:16.91 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.48/Corrected_ref.fasta.64 to cache/file-0-c4eef9aa88f1f56257c2f8342dcb280e-Corrected_ref.fasta.64
2019/11/25 18:48:16.91 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:16.91 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:16.91 work_queue_worker[1] wq: tx to master: result 0 0 0 46245 48
2019/11/25 18:48:16.91 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:16.91 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:16.91 work_queue_worker[1] wq: rx from master: get file-0-66e82c5a9b234aca4422ec557c5f5e11-create.err.64 1
2019/11/25 18:48:16.91 work_queue_worker[1] wq: tx to master: file file-0-66e82c5a9b234aca4422ec557c5f5e11-create.err.64 0
2019/11/25 18:48:16.91 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:16.91 work_queue_worker[1] wq: rx from master: get file-0-c4eef9aa88f1f56257c2f8342dcb280e-Corrected_ref.fasta.64 1
2019/11/25 18:48:16.91 work_queue_worker[1] wq: tx to master: file file-0-c4eef9aa88f1f56257c2f8342dcb280e-Corrected_ref.fasta.64 1055000
2019/11/25 18:48:16.96 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.00 work_queue_worker[1] wq: rx from master: kill 48
2019/11/25 18:48:17.00 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.48
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: task 51
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.61 corr.out 2> create.err.61
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: infile file-0-fa8b6c281c62434419601a5ed8923e8a-ref.fasta.61 ref.fasta.61 1
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: outfile file-0-2008ade7ba772b3bf80ad4fb3b614f8d-create.err.61 create.err.61 1
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: outfile file-0-f835db0f76d2356b4ad7b54896be17c1-Corrected_ref.fasta.61 Corrected_ref.fasta.61 1
2019/11/25 18:48:17.01 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:17.02 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.51/corr.out
2019/11/25 18:48:17.02 work_queue_worker[1] wq: linking cache/file-0-fa8b6c281c62434419601a5ed8923e8a-ref.fasta.61 to /tmp/worker-0-1/t.51/ref.fasta.61
2019/11/25 18:48:17.02 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.51/Create_Corrected_AllLRReads.py
2019/11/25 18:48:17.02 work_queue_worker[1] wq: started process 123: python Create_Corrected_AllLRReads.py ref.fasta.61 corr.out 2> create.err.61
2019/11/25 18:48:17.02 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:17.06 work_queue_worker[1] wq: task 51 (pid 123) exited normally with exit code 0
2019/11/25 18:48:17.06 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.51/create.err.61 to cache/file-0-2008ade7ba772b3bf80ad4fb3b614f8d-create.err.61
2019/11/25 18:48:17.06 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.51/Corrected_ref.fasta.61 to cache/file-0-f835db0f76d2356b4ad7b54896be17c1-Corrected_ref.fasta.61
2019/11/25 18:48:17.06 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:17.06 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:17.06 work_queue_worker[1] wq: tx to master: result 0 0 0 40787 51
2019/11/25 18:48:17.06 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:17.06 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.07 work_queue_worker[1] wq: rx from master: get file-0-2008ade7ba772b3bf80ad4fb3b614f8d-create.err.61 1
2019/11/25 18:48:17.07 work_queue_worker[1] wq: tx to master: file file-0-2008ade7ba772b3bf80ad4fb3b614f8d-create.err.61 0
2019/11/25 18:48:17.07 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.07 work_queue_worker[1] wq: rx from master: get file-0-f835db0f76d2356b4ad7b54896be17c1-Corrected_ref.fasta.61 1
2019/11/25 18:48:17.07 work_queue_worker[1] wq: tx to master: file file-0-f835db0f76d2356b4ad7b54896be17c1-Corrected_ref.fasta.61 1055000
2019/11/25 18:48:17.12 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.16 work_queue_worker[1] wq: rx from master: kill 51
2019/11/25 18:48:17.16 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.51
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: task 54
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.58 corr.out 2> create.err.58
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: infile file-0-5dddaa02cda0278338ee1a9573d0d495-ref.fasta.58 ref.fasta.58 1
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: outfile file-0-81886c02fad3d174df51b9715d8bed2b-create.err.58 create.err.58 1
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: outfile file-0-6e467db5c1520301a1137cab19a0fe91-Corrected_ref.fasta.58 Corrected_ref.fasta.58 1
2019/11/25 18:48:17.17 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:17.18 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.54/corr.out
2019/11/25 18:48:17.18 work_queue_worker[1] wq: linking cache/file-0-5dddaa02cda0278338ee1a9573d0d495-ref.fasta.58 to /tmp/worker-0-1/t.54/ref.fasta.58
2019/11/25 18:48:17.18 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.54/Create_Corrected_AllLRReads.py
2019/11/25 18:48:17.18 work_queue_worker[1] wq: started process 127: python Create_Corrected_AllLRReads.py ref.fasta.58 corr.out 2> create.err.58
2019/11/25 18:48:17.18 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:17.23 work_queue_worker[1] wq: task 54 (pid 127) exited normally with exit code 0
2019/11/25 18:48:17.23 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.54/create.err.58 to cache/file-0-81886c02fad3d174df51b9715d8bed2b-create.err.58
2019/11/25 18:48:17.23 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.54/Corrected_ref.fasta.58 to cache/file-0-6e467db5c1520301a1137cab19a0fe91-Corrected_ref.fasta.58
2019/11/25 18:48:17.23 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:17.23 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:17.23 work_queue_worker[1] wq: tx to master: result 0 0 0 45450 54
2019/11/25 18:48:17.23 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:17.23 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.23 work_queue_worker[1] wq: rx from master: get file-0-81886c02fad3d174df51b9715d8bed2b-create.err.58 1
2019/11/25 18:48:17.23 work_queue_worker[1] wq: tx to master: file file-0-81886c02fad3d174df51b9715d8bed2b-create.err.58 0
2019/11/25 18:48:17.23 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.23 work_queue_worker[1] wq: rx from master: get file-0-6e467db5c1520301a1137cab19a0fe91-Corrected_ref.fasta.58 1
2019/11/25 18:48:17.23 work_queue_worker[1] wq: tx to master: file file-0-6e467db5c1520301a1137cab19a0fe91-Corrected_ref.fasta.58 1055000
2019/11/25 18:48:17.28 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.32 work_queue_worker[1] wq: rx from master: kill 54
2019/11/25 18:48:17.32 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.54
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: task 56
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.56 corr.out 2> create.err.56
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: infile file-0-1e1985547bd185ddfff8586fb564cf05-ref.fasta.56 ref.fasta.56 1
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: outfile file-0-2763f8f49e1ae01e3ede559411af304c-create.err.56 create.err.56 1
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: outfile file-0-eb0ca895c55cc6459981c63a947fba9c-Corrected_ref.fasta.56 Corrected_ref.fasta.56 1
2019/11/25 18:48:17.33 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:17.34 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.56/corr.out
2019/11/25 18:48:17.34 work_queue_worker[1] wq: linking cache/file-0-1e1985547bd185ddfff8586fb564cf05-ref.fasta.56 to /tmp/worker-0-1/t.56/ref.fasta.56
2019/11/25 18:48:17.34 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.56/Create_Corrected_AllLRReads.py
2019/11/25 18:48:17.34 work_queue_worker[1] wq: started process 131: python Create_Corrected_AllLRReads.py ref.fasta.56 corr.out 2> create.err.56
2019/11/25 18:48:17.34 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:17.39 work_queue_worker[1] wq: task 56 (pid 131) exited normally with exit code 0
2019/11/25 18:48:17.39 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.56/create.err.56 to cache/file-0-2763f8f49e1ae01e3ede559411af304c-create.err.56
2019/11/25 18:48:17.39 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.56/Corrected_ref.fasta.56 to cache/file-0-eb0ca895c55cc6459981c63a947fba9c-Corrected_ref.fasta.56
2019/11/25 18:48:17.39 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:17.39 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:17.39 work_queue_worker[1] wq: tx to master: result 0 0 0 44974 56
2019/11/25 18:48:17.39 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:17.39 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.39 work_queue_worker[1] wq: rx from master: get file-0-2763f8f49e1ae01e3ede559411af304c-create.err.56 1
2019/11/25 18:48:17.39 work_queue_worker[1] wq: tx to master: file file-0-2763f8f49e1ae01e3ede559411af304c-create.err.56 0
2019/11/25 18:48:17.39 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.39 work_queue_worker[1] wq: rx from master: get file-0-eb0ca895c55cc6459981c63a947fba9c-Corrected_ref.fasta.56 1
2019/11/25 18:48:17.39 work_queue_worker[1] wq: tx to master: file file-0-eb0ca895c55cc6459981c63a947fba9c-Corrected_ref.fasta.56 1055000
2019/11/25 18:48:17.43 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: kill 56
2019/11/25 18:48:17.49 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.56
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: task 59
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.53 corr.out 2> create.err.53
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: infile file-0-5913a6d569285ed628a484e34fd3c8a4-ref.fasta.53 ref.fasta.53 1
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: outfile file-0-a2de61c2e6335e92613fdff2acdf63f5-create.err.53 create.err.53 1
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: outfile file-0-4c4e163664dad5997cd468d2b937998f-Corrected_ref.fasta.53 Corrected_ref.fasta.53 1
2019/11/25 18:48:17.49 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:17.51 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.59/corr.out
2019/11/25 18:48:17.51 work_queue_worker[1] wq: linking cache/file-0-5913a6d569285ed628a484e34fd3c8a4-ref.fasta.53 to /tmp/worker-0-1/t.59/ref.fasta.53
2019/11/25 18:48:17.51 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.59/Create_Corrected_AllLRReads.py
2019/11/25 18:48:17.51 work_queue_worker[1] wq: started process 135: python Create_Corrected_AllLRReads.py ref.fasta.53 corr.out 2> create.err.53
2019/11/25 18:48:17.51 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:17.56 work_queue_worker[1] wq: task 59 (pid 135) exited normally with exit code 0
2019/11/25 18:48:17.56 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.59/create.err.53 to cache/file-0-a2de61c2e6335e92613fdff2acdf63f5-create.err.53
2019/11/25 18:48:17.56 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.59/Corrected_ref.fasta.53 to cache/file-0-4c4e163664dad5997cd468d2b937998f-Corrected_ref.fasta.53
2019/11/25 18:48:17.56 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:17.56 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:17.56 work_queue_worker[1] wq: tx to master: result 0 0 0 45906 59
2019/11/25 18:48:17.56 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:17.56 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.56 work_queue_worker[1] wq: rx from master: get file-0-a2de61c2e6335e92613fdff2acdf63f5-create.err.53 1
2019/11/25 18:48:17.56 work_queue_worker[1] wq: tx to master: file file-0-a2de61c2e6335e92613fdff2acdf63f5-create.err.53 0
2019/11/25 18:48:17.56 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.56 work_queue_worker[1] wq: rx from master: get file-0-4c4e163664dad5997cd468d2b937998f-Corrected_ref.fasta.53 1
2019/11/25 18:48:17.56 work_queue_worker[1] wq: tx to master: file file-0-4c4e163664dad5997cd468d2b937998f-Corrected_ref.fasta.53 1055000
2019/11/25 18:48:17.60 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: kill 59
2019/11/25 18:48:17.65 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.59
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: task 61
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.51 corr.out 2> create.err.51
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: infile file-0-7ebb87a80850a1ade2cff2ceccf5129c-ref.fasta.51 ref.fasta.51 1
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: outfile file-0-166d3f2898c6efa3cafef7cc4dc5fdf6-create.err.51 create.err.51 1
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: outfile file-0-7ad01229a3420680a9ab94979d462c77-Corrected_ref.fasta.51 Corrected_ref.fasta.51 1
2019/11/25 18:48:17.65 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:17.67 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.61/corr.out
2019/11/25 18:48:17.67 work_queue_worker[1] wq: linking cache/file-0-7ebb87a80850a1ade2cff2ceccf5129c-ref.fasta.51 to /tmp/worker-0-1/t.61/ref.fasta.51
2019/11/25 18:48:17.67 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.61/Create_Corrected_AllLRReads.py
2019/11/25 18:48:17.67 work_queue_worker[1] wq: started process 139: python Create_Corrected_AllLRReads.py ref.fasta.51 corr.out 2> create.err.51
2019/11/25 18:48:17.67 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:17.72 work_queue_worker[1] wq: task 61 (pid 139) exited normally with exit code 0
2019/11/25 18:48:17.72 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.61/create.err.51 to cache/file-0-166d3f2898c6efa3cafef7cc4dc5fdf6-create.err.51
2019/11/25 18:48:17.72 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.61/Corrected_ref.fasta.51 to cache/file-0-7ad01229a3420680a9ab94979d462c77-Corrected_ref.fasta.51
2019/11/25 18:48:17.72 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:17.72 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:17.72 work_queue_worker[1] wq: tx to master: result 0 0 0 46721 61
2019/11/25 18:48:17.72 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:17.72 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.72 work_queue_worker[1] wq: rx from master: get file-0-166d3f2898c6efa3cafef7cc4dc5fdf6-create.err.51 1
2019/11/25 18:48:17.72 work_queue_worker[1] wq: tx to master: file file-0-166d3f2898c6efa3cafef7cc4dc5fdf6-create.err.51 0
2019/11/25 18:48:17.72 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.72 work_queue_worker[1] wq: rx from master: get file-0-7ad01229a3420680a9ab94979d462c77-Corrected_ref.fasta.51 1
2019/11/25 18:48:17.72 work_queue_worker[1] wq: tx to master: file file-0-7ad01229a3420680a9ab94979d462c77-Corrected_ref.fasta.51 1055000
2019/11/25 18:48:17.77 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: kill 61
2019/11/25 18:48:17.82 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.61
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: task 64
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.48 corr.out 2> create.err.48
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:17.82 work_queue_worker[1] wq: rx from master: infile file-0-1e2ccc2800e62719f71c768767d32c8d-ref.fasta.48 ref.fasta.48 1
